Sample_Code,Description,Date,Plot,Sample_Category,Filter045_ml,Filter022_ml,DNA_TotalReads_STD,DNA_TotalReads_NonSTD,DNA_CopySum,Standard_curve_validity_16S,Standard_curve_validity_18S,Standard_curve_validity_ITS,Standard_curve_validity_COI,DADA2_Input_16S,DADA2_Input_18S,DADA2_Input_ITS,DADA2_Input_COI,DADA2_OutputProp_16S,DADA2_OutputProp_18S,DADA2_OutputProp_ITS,DADA2_OutputProp_COI,DNA_CopySum_16S,DNA_CopySum_18S,DNA_CopySum_ITS,DNA_CopySum_COI
S516,P5-5_26,2017-05-26,5,sample,100,30,30821,21044,699998.6663711781,Valid,Valid,Valid,Valid,10883,16277,14457,14165,0.8979141780758982,0.9966824353382073,0.8362730857024279,0.9728203318037416,372273.16430786735,327444.04766754014,178.94118764517438,102.51320812541222
S517,P5-5_27,2017-05-27,5,sample,200,30,18569,25369,834735.4258353974,Valid,Valid,Valid,Valid,8804,13975,9287,14509,0.883575647432985,0.9937030411449016,0.8622806073005276,0.9831139292852712,524149.1653204091,310032.9397737663,169.94565217391306,383.3750890480298
S518,P5-5_28,2017-05-28,5,sample,25,30,35521,35421,1609453.3149492696,Valid,Valid,Valid,Valid,11975,23649,26361,15893,0.8722338204592902,0.9956446361368345,0.8151435833238496,0.972944063424149,588888.8888888889,1019486.347871963,574.5549541657541,503.52323425193237
S519,P5-5_29,2017-05-29,5,sample,100,30,26068,16523,820544.2682897884,Valid,Valid,Valid,Valid,10282,13560,6708,14668,0.8926278934059522,0.997197640117994,0.840339892665474,0.9717752931551678,791729.5166266711,28338.889452643954,107.84010714469684,368.0221033287349
S520,P5-5_30,2017-05-30,5,sample,100,30,16595,7104,1068967.264283927,Valid,Valid,Valid,Valid,3203,4986,2760,15361,0.6206681236340931,0.9863618130766145,0.6760869565217391,0.9717466310787058,1051005.3495665006,17668.15583417399,119.75673661690823,174.002146635481
S521,P5-5_31,2017-05-31,5,sample,100,30,41461,25722,1085209.6802012022,Valid,Valid,Valid,Valid,13265,22461,17524,20771,0.8692046739540144,0.9954587952450915,0.8875256790687057,0.8541235376245727,1048360.3453700887,36226.86128799481,235.95979406717336,386.51374905161276
S522,P5-6_1,2017-06-01,5,sample,100,30,12261,24290,1340066.0724512686,Valid,Valid,Valid,Valid,7037,11478,8325,26274,0.06806877930936478,0.8833420456525527,0.40936936936936935,0.8573114105199056,1172950.8196721307,165945.03849991047,80.13878482277259,1090.0754944046055
S523,P5-6_2,2017-06-02,5,sample,100,30,37203,37899,1392985.2290243062,Valid,Valid,Valid,Valid,13712,32844,16931,17384,0.8841890315052509,0.9960114480574839,0.8626188648042054,0.9008283479061205,1352632.1830747663,37489.874758007594,1132.1758995942823,1730.9952919379202
S524,P5-6_3,2017-06-03,5,sample,100,30,28305,29866,940286.997867578,Valid,Valid,Valid,Valid,14346,16459,17689,16191,0.8883312421580929,0.9947748951941188,0.817965967550455,0.9008090914705701,922655.1401157135,13580.1181057639,2323.462400664577,1728.2772454359406
S525,P5-6_4,2017-06-04,5,sample,100,30,32939,24653,1371109.1729819842,Valid,Valid,Valid,Valid,12333,17223,23712,13239,0.8724560123246574,0.9951808627997445,0.8035172064777328,0.8036105446030667,1352356.5580685872,15691.22270591487,2869.8089595275032,191.583247954698
S526,P5-6_5,2017-06-05,5,sample,100,30,36494,58229,2176867.870895804,Valid,Valid,Valid,Valid,16551,23641,46269,23448,0.827925805087306,0.987563977835117,0.8076033629427911,0.8660013647219379,2141209.5323741008,26194.50340615911,8960.065626418123,503.7694891256029
S527,P5-6_6,2017-06-06,5,sample,100,30,28514,35071,1911575.303200517,Valid,Valid,Valid,Valid,11957,18672,25138,18070,0.8664380697499373,0.9908419023136247,0.7821624632031188,0.8335362479247371,1882634.2800333179,24598.192084957573,3421.181907703325,921.6491745381248
S528,P5-6_7,2017-06-07,5,sample,100,30,25260,22993,1191489.4978009793,Valid,Valid,Valid,Valid,10373,14574,16918,11778,0.8481635013978598,0.9931384657609441,0.8473814871734248,0.9038037018169468,1173876.1758321275,11946.674755778487,1338.5348872787645,4328.112325794876
S529,P5-6_8,2017-06-08,5,sample,100,30,37843,29810,2173864.563668979,Valid,Valid,Valid,Valid,12140,18573,24253,18536,0.8981878088962109,0.9939158994238949,0.8298767162825218,0.9798230470435908,2137008.436202394,33739.72718758095,3016.9637039592203,99.43657504487105
S530,P5-6_9,2017-06-09,5,sample,100,30,16429,24133,1292704.9407238592,Valid,Valid,Valid,Valid,6296,6640,13393,20220,0.6869440914866582,0.9855421686746988,0.7400881057268722,0.9782888229475767,1255603.4970346312,33166.05463580511,3148.312957197458,787.0760962254838
S531,P5-6_10,2017-06-10,5,sample,100,30,24430,55061,2452118.965351809,Valid,Valid,Valid,Valid,13424,18549,32244,22895,0.9194725864123957,0.9923985120491671,0.8139188686267212,0.9825726141078838,2364791.6497073965,81547.84098204355,4173.692088467388,1605.7825739012778
S532,P5-6_11,2017-06-11,5,sample,100,30,16110,44895,2722906.0151206856,Valid,Valid,Valid,Valid,13046,14100,26090,14199,0.912616894067147,0.9926950354609929,0.8126101954771944,0.9790126065215861,2596813.540186086,117775.76655548176,4335.833486154409,3980.8748929636517
S533,P5-6_12,2017-06-12,5,sample,100,30,26029,24233,1498262.8482753912,Valid,Valid,Valid,Valid,10734,12446,13254,16955,0.9237003912800447,0.9925277197493171,0.8526482571299231,0.9845473311707461,1467879.5887706382,28446.453595367137,1460.2133060430028,476.59260334276655
S534,P5-6_13,2017-06-13,5,sample,100,30,40060,36608,1449254.3064654975,Valid,Valid,Valid,Valid,21408,21671,15165,22145,0.9278774289985052,0.9938627659083568,0.8880316518298714,0.9843757055768797,1434655.9496470185,12822.707597386325,413.90425867769954,1361.7449624150393
S535,P5-6_14,2017-06-14,5,sample,100,30,33590,27651,737173.2597423091,Valid,Valid,Valid,Valid,16831,19084,11282,17395,0.9167013249361298,0.9936072102284637,0.8677539443361106,0.9807415924116125,716837.3844551701,18361.936693064792,292.7478697386361,1681.1907243355913
S536,P5-6_15,2017-06-15,5,sample,100,30,21245,19565,1235299.5362332535,Valid,Valid,Valid,Valid,10851,10738,10506,12871,0.8058243479863607,0.9918048053641274,0.8362840281743765,0.9812757361510372,1185687.7807933511,48516.219124421186,514.053435212699,581.4828802685671
S537,P5-6_16,2017-06-16,5,sample,100,30,39548,43667,1501752.560810623,Valid,Valid,Valid,Valid,17613,28162,11721,29413,0.9033100550729575,0.9943896030111498,0.8930125415920144,0.9803148267772753,1366591.1069952592,134570.11035271408,314.7341638972771,276.60929875235513
S538,P5-6_17,2017-06-17,5,sample,100,30,27771,18725,816518.591865948,Valid,Valid,Valid,Valid,11162,14956,5573,17410,0.8673176850026877,0.9949184273870019,0.8670375022429572,0.9823664560597358,753970.1270230865,62271.04979813693,84.12076401725199,193.29428070734429
S539,P5-6_18,2017-06-18,5,sample,100,30,32023,42987,1589200.1060760703,Valid,Valid,Valid,Valid,18644,24858,8477,25897,0.9218515340055782,0.9942875533027596,0.8989029137666628,0.9841680503533228,1365585.0933597928,223050.81828236007,279.5656992734289,284.6287346441031
S540,P5-6_19,2017-06-19,5,sample,100,30,19889,34245,2738549.069083422,Valid,Valid,Valid,Valid,17056,22371,10904,6519,0.9179760787992496,0.9951276205802154,0.9001283932501835,0.9817456665132689,2309489.336998412,428700.18758767244,251.72148785736238,107.82300948036209
S541,P5-6_20,2017-06-20,5,sample,100,30,14272,31286,2957542.1672252896,Valid,Valid,Valid,Valid,16139,21932,8624,686,0.9452258504244377,0.9959875980302754,0.9080473098330241,0.9154518950437318,2694388.8264882546,262523.61464037816,282.32553763702487,347.40055901956555
S542,P5-6_21,2017-06-21,5,sample,100,30,23560,39211,1921311.3463222603,Valid,Valid,Valid,Valid,22418,25435,17873,372,0.9408064947809796,0.994849616669943,0.8967716667599172,0.9354838709677419,1729892.8032146557,190124.64974991488,894.3024957996149,399.5908618899273
S543,P5-6_22,2017-06-22,5,sample,100,30,20495,38768,1611236.95194692,Valid,Valid,Valid,Valid,19180,29994,11666,1246,0.9396246089676746,0.9947989597919584,0.8729641693811075,0.978330658105939,1399495.3286619952,210560.81567578684,655.8331298993678,524.9744792385156
S544,P5-6_23,2017-06-23,5,sample,100,30,20054,29246,1316612.274344685,Valid,Valid,Valid,Valid,12295,14098,8108,17230,0.91834078893859294,0.993545183714002,0.8659348791317217,0.9855484619849101,1111986.9699446107,203730.07273585518,278.30540339048986,616.9262608288194
S545,P5-6_24,2017-06-24,5,sample,100,30,23059,50615,2009492.4948651702,Valid,Valid,Valid,Valid,14881,22760,17669,26571,0.8889859552449432,0.9941564147627416,0.8947874808987493,0.8282714237326408,1657061.995810491,350017.8449479923,833.1220954795098,1579.5320112074985
S546,P5-6_25,2017-06-25,5,sample,100,30,16912,31668,1106496.2332756561,Valid,Valid,Valid,Valid,9977,12729,9667,27358,0.7454144532424577,0.9932437740592348,0.7984897072514741,0.7595949996344762,807036.1132652848,297213.24399956944,1410.2840704782454,836.5919403236209
S547,P5-6_26,2017-06-26,5,sample,100,30,30643,53687,1132100.3874904995,Valid,Valid,Valid,Valid,24185,24005,18781,27922,0.8887740334918338,0.9955009373047282,0.8604440658111921,0.8157725091325836,929937.1455017057,199772.82818582654,1108.9570536559336,1281.456749311295
S548,P5-6_27,2017-06-27,5,sample,100,30,22727,43924,1588617.2822398378,Valid,Valid,Valid,Valid,14359,20180,20630,19955,0.8805627132808691,0.9954410307234886,0.8557925351429957,0.8150338261087446,1189116.0569137975,396998.67832496,1426.772462976646,1075.7745381037626
S549,P5-6_28,2017-06-28,5,sample,100,30,21315,48153,2022777.9837327925,Valid,Valid,Valid,Valid,20701,19988,18453,19240,0.8865755277522825,0.9957474484690815,0.864954207987861,0.7926715176715177,1655286.1299709019,364669.75327321514,1824.1922833649587,997.9082053105942
S550,P5-6_29,2017-06-29,5,sample,100,30,25426,65040,2158621.455390546,Valid,Valid,Valid,Valid,25892,26682,24524,27513,0.8892708172408466,0.9960647627614122,0.8415837546892839,0.7351070403082179,1656256.1056981601,497309.20157280995,1064.0862743925627,3992.0618451836026
S551,P5-6_30,2017-06-30,5,sample,100,30,28349,44309,849706.7425806331,Valid,Valid,Valid,Valid,20087,20957,24484,19991,0.8873898541345149,0.9942262728443957,0.8238441431138703,0.691611225051273,682957.3218064895,163262.50791445625,1887.6403127186443,1599.272546968606
S552,P5-7_1,2017-07-01,5,sample,100,30,16082,27434,945481.2149209388,Valid,Valid,Valid,Valid,12676,12055,15540,15390,0.7587567055853581,0.9906262961426794,0.7465894465894466,0.6727745289148798,681940.7142146624,257261.03389417217,933.0795636067022,5346.387248497519
S553,P5-7_2,2017-07-02,5,sample,100,30,20378,46944,1124887.1378826466,Valid,Valid,Valid,Valid,17198,19839,16841,18551,0.8881265263402721,0.9954634810222289,0.8434772281931002,0.9753652094226727,861473.2128440563,258793.02311323653,1797.7478094194967,2823.154115934357
S554,P5-7_3,2017-07-03,5,sample,100,30,13692,33574,902268.5036638287,Valid,Valid,Valid,Valid,10523,17344,27894,1297,0.8071842630428585,0.9938883763837638,0.7267871226787123,0.9722436391673092,619714.6163162905,274558.13558821793,5789.564138430653,2206.187620889749
S555,P5-7_4,2017-07-04,5,sample,100,30,21157,83374,1045521.7276827244,Valid,Valid,Valid,Valid,18646,20062,54766,25879,0.8906467875147485,0.9951649885355398,0.779918197421758,0.9755400131380656,731209.2917330903,299650.2055508968,9936.73149095872,4725.498907778516
S556,P5-7_5,2017-07-05,5,sample,100,30,21607,69584,1159897.8329840077,Valid,Valid,Valid,Valid,21998,13284,50003,19777,0.8934903173015729,0.9943541102077688,0.7798932064076155,0.9773979875613086,983683.376955791,164404.43566478486,8586.41990068785,3223.60046274386
S557,P5-7_6,2017-07-06,5,sample,100,30,16126,61446,1170327.428972851,Valid,Valid,Valid,Valid,19081,13454,41125,23330,0.7843404433729888,0.992344284227739,0.6393677811550152,0.9841834547792542,1024263.4493410888,110797.36397823364,9355.060456974858,25911.555196553585
S558,P5-7_7,2017-07-07,5,sample,100,30,21930,98626,1244678.9279983458,Valid,Valid,Valid,Valid,20613,17578,73667,27094,0.9027797991558725,0.9953919672317669,0.7836208885932643,0.9863069314239314,1074313.45774541,149480.36630737214,14043.345731750234,6841.758213813447
S559,P5-7_8,2017-07-08,5,sample,100,30,24948,44047,743931.5489921347,Valid,Valid,Valid,Valid,20127,14886,43792,2146,0.8786704426889254,0.9957006583366922,0.7850977347460724,0.9818266542404473,649393.6830231245,85041.96197858988,6115.563990420404,3380.3399999999997
S560,P5-7_9,2017-07-09,5,sample,100,30,7688,25123,1146608.6310952115,Valid,Valid,Valid,Valid,13009,9146,18314,570,0.789069106003536,0.9912530067789197,0.7056896363437807,0.9754385964912281,953022.1424296828,155255.2045927793,25598.906294971424,12732.377777777776
S561,P5-7_10,2017-07-10,5,sample,100,30,19427,87140,1037705.0611011153,Valid,Valid,Valid,Valid,15944,18536,62361,28347,0.8435148018063221,0.9928247734138973,0.750244543865557,0.9852541715172681,873074.6251555033,138411.11740581552,12689.277331648518,13530.041208147972
S562,P5-7_11,2017-07-11,5,sample,100,30,5276,11950,675466.9920394623,Valid,Valid,Valid,Invalid,5929,4146,17618,NA,0.5520323832012144,0.9770863482875061,0.5620388239300715,NA,589385.3627203018,64778.17578895921,11302.209916423115,10001.24361377811
S563,P5-7_12,2017-07-12,5,sample,100,30,22231,77811,1237654.3942691449,Valid,Valid,Valid,Invalid,23309,20877,77659,NA,0.9003818267621949,0.9951142405518034,0.7504603458710517,NA,1117457.069491253,96002.3856181307,17722.49314035293,6472.4460194082485
S564,P5-7_13,2017-07-13,5,sample,100,30,17417,68798,1620209.2173542618,Valid,Valid,Valid,Valid,17865,14028,47111,21182,0.8880492583263364,0.9937268320501853,0.754091401158965,0.9859314512321783,1480919.7699595373,124177.71399594824,12168.084973737943,2943.6484250383874
S565,P5-7_14,2017-07-14,5,sample,100,30,20229,52693,1288832.3052488796,Valid,Valid,Valid,Valid,16618,17266,35589,14385,0.8845829823083403,0.9955403683539905,0.7640001123942791,0.96232186305179,1171671.943723473,106249.82946353838,9752.796036599579,1157.7360252683716
S566,P5-7_15,2017-07-15,5,sample,100,30,26594,96381,1639608.2030647795,Valid,Valid,Valid,Valid,17590,19093,85913,24435,0.8823194997157476,0.9941339758026502,0.762841479170789,0.9386535706977696,1448229.6736170023,169625.97997884091,21240.3251160023,512.2243529338432
S567,P5-7_16,2017-07-16,5,sample,100,30,18641,68745,1059454.1660045967,Valid,Valid,Valid,Valid,17056,15553,53076,18054,0.8692542213883677,0.9942133350479008,0.7440651141758987,0.9751301650603744,958934.6370579804,79201.390306296,16893.826476427945,4424.312163892444
S568,P5-7_17,2017-07-17,5,sample,100,30,15739,51803,1389233.8340917877,Valid,Valid,Valid,Valid,17618,10397,39644,15330,0.7750028380065842,0.992113109550832,0.7234133790737565,0.9715590345727332,1201253.7124615163,177171.3174428169,8505.83235766012,2302.9718297944346
S569,P5-7_18,2017-07-18,5,sample,100,30,18936,52110,878263.1976988877,Valid,Valid,Valid,Valid,13904,14297,27003,26047,0.8259493670886076,0.992655801916486,0.7526200792504536,0.9616078627097171,765813.2698081306,98918.12122328901,4192.1960977392155,9339.61056972882
S570,P5-7_19,2017-07-19,5,sample,100,30,13109,31785,1086560.1006949225,Valid,Valid,Valid,Valid,7705,6663,21174,20677,0.7160285528877353,0.9876932312772024,0.6039010106734675,0.9676935725685545,898391.9915271496,177122.56061297597,10301.554839613389,743.9937151835453
S571,P5-7_20,2017-07-20,5,sample,100,30,16291,49424,1426766.2468458386,Valid,Valid,Valid,Valid,16409,17323,44418,213,0.8788469742214639,0.9939964209432546,0.7626862983475168,0.9295774647887324,1240298.1127539368,176935.22480450367,8402.05822356832,1130.8510638297876
S572,P5-7_21,2017-07-21,5,sample,100,30,14884,27423,1485912.8651365305,Valid,Valid,Valid,Valid,14842,12069,21339,283,0.8902439024390244,0.9929571629795343,0.7894465532592905,0.9328621908127208,1341180.6004721075,136762.95420406442,3280.721174644375,4688.589285714285
S573,P5-7_22,2017-07-22,5,sample,100,30,20043,30591,1396384.3269872074,Valid,Valid,Valid,Valid,16347,13124,27427,1270,0.8917844252768092,0.9943614751600122,0.7948372042148248,0.9496062992125984,1325840.219566811,63923.47141309129,3444.7955671400423,3175.840440165062
S574,P5-7_23,2017-07-23,5,sample,100,30,19807,69266,1531818.2190095172,Valid,Valid,Valid,Valid,23481,16601,64595,1530,0.9026021038286274,0.9910246370700561,0.7734035142038858,0.9601307189542484,1378312.710752926,139557.0898598516,12719.599181863492,1228.8192148760327
S575,P5-7_24,2017-07-24,5,sample,100,30,28158,37786,669080.9733920073,Valid,Valid,Valid,Valid,15702,13892,21915,20213,0.895936823334607,0.9943852577022747,0.8238649326945015,0.9898085390590214,622271.9056537782,41730.63681625325,1513.7013594399493,3564.7295625357783
S576,P5-7_25,2017-07-25,5,sample,100,30,48074,51691,672517.6584657695,Valid,Valid,Valid,Valid,37599,22949,48862,10949,0.8096757892497141,0.9908056995947536,0.7351111293029348,0.9740615581331629,603812.6872241399,65623.16179215,2482.098149143691,599.711300335855
S577,P5-7_26,2017-07-26,5,sample,100,30,28360,27283,606396.82507268,Valid,Valid,Valid,Valid,12673,12558,17438,21457,0.7692732581077882,0.9918776875298615,0.7229613487785297,0.9708253716735797,555321.5314066333,48832.72872427488,1782.8405913512297,459.7243504205586
S578,P5-7_27,2017-07-27,5,sample,100,30,19157,16581,332634.87624428753,Valid,Valid,Valid,Valid,8820,6155,8292,17948,0.7166666666666667,0.9905767668562144,0.7222624216111915,0.9656229106307109,302286.7904223837,28482.57092542193,1284.33777056094,581.1771259209436
S579,P5-7_28,2017-07-28,5,sample,100,30,30704,37839,756230.8179793283,Valid,Valid,Valid,Valid,17347,13101,33060,15282,0.9011932899060356,0.9905350736584994,0.7622504537205081,0.964075382803298,682481.6075279118,66447.91883208056,7157.1871955614,144.10442377463684
S580,P5-7_29,2017-07-29,5,sample,100,30,28560,47635,844380.3821459905,Valid,Valid,Valid,Valid,15590,20518,51460,2839,0.9032071840923669,0.9922507066965591,0.7585891954916439,0.9573793589292005,801397.284078227,30917.174941081474,11755.44318022194,310.4799464601558
S581,P5-7_30,2017-07-30,5,sample,100,30,26265,28514,711635.2540796229,Valid,Valid,Valid,Valid,14905,10020,26097,10945,0.9040590405904059,0.9919161676646706,0.7923516112963176,0.9764275925079945,654053.5820322053,51635.457062543624,5841.741345585225,104.47363928885396
S582,P5-7_31,2017-07-31,5,sample,100,30,40154,27235,555584.5070294522,Valid,Valid,Valid,Valid,20142,17381,26493,9964,0.9151027703306523,0.9932685115931189,0.8353904805042841,0.9595543958249699,521749.7556207235,31538.84998721178,2156.815368501238,139.08605301581426
S583,P5-8_1,2017-08-01,5,sample,100,30,28048,35554,787597.9543458924,Valid,Valid,Valid,Valid,18220,14338,20273,16582,0.905159165751921,0.9953968475380108,0.8263207221427514,0.9700880472801834,749065.623240834,33730.370590382845,1734.5568794830756,3067.4036351925283
S584,P5-8_2,2017-08-02,5,sample,100,30,28535,15728,575858.7572033902,Valid,Valid,Valid,Valid,14206,11919,16829,6702,0.8542165282275095,0.9936236261431328,0.8185869629805692,0.9712026260817667,545165.407935326,29228.22901440612,1391.4305790420592,73.68967461607349
S585,P5-8_3,2017-08-03,5,sample,100,30,39109,10726,290656.70612551545,Valid,Valid,Valid,Valid,16006,17051,12580,13576,0.8028239410221167,0.9927863468418274,0.865262321144674,0.6756040070713023,272982.8029560073,16953.88062607341,694.8939487962832,25.128594638505287
S586,P5-8_4,2017-08-04,5,sample,100,30,15926,4806,395863.772870638,Valid,Valid,Valid,Valid,8098,6436,7837,16541,0.04828352679673994,0.97591671845867,0.4848794181446982,0.6202768877335106,361205.7667103539,32305.87871805312,2322.402601298249,29.72484093277952
S587,P5-8_5,2017-08-05,5,sample,100,30,31414,27841,1011214.7111707254,Valid,Valid,Valid,Valid,17177,14935,19740,18882,0.7855853757932119,0.9942417140944091,0.846048632218845,0.7526215443279314,973860.3810501471,35135.342030613385,1867.047529069052,351.9405608959449
S588,P5-8_6,2017-08-06,5,sample,100,30,25582,30395,930568.1629061574,Valid,Valid,Valid,Valid,15980,12282,22967,15260,0.8109511889862328,0.9912066438690766,0.8410763269038185,0.7553735255570118,787443.8492397127,139549.3130672634,3416.601972454641,158.39862672670245
S589,P5-8_7,2017-08-07,5,sample,100,30,13873,30957,1413335.7520915475,Valid,Valid,Valid,Valid,11884,11183,37679,2148,0.3588858970043756,0.9867656263972101,0.7393242920459673,0.7788640595903166,1363820.6167581712,38437.40319775062,9976.706119365397,1101.0260162601626
S590,P5-8_8,2017-08-08,5,sample,100,30,27382,31559,1020938.487704526,Valid,Valid,Valid,Valid,22207,17287,26808,1559,0.7883550231908858,0.9932897553074564,0.8578409430020889,0.8120590121872996,964243.2486900449,48113.13989081161,2620.273651971464,5961.825471698113
S591,P5-8_9,2017-08-09,5,sample,100,30,18430,51358,1493597.4656871287,Valid,Valid,Valid,Valid,17246,14808,24735,27331,0.7653948741737214,0.9929092382495948,0.8106327066909238,0.7988730745307526,1383685.281304772,100647.2882864465,4069.2983496483093,5195.597746261828
S592,P5-8_10,2017-08-10,5,sample,100,30,16531,33894,1863637.3163763024,Valid,Valid,Valid,Valid,13041,8837,22884,14873,0.7581473813357872,0.9889102636641394,0.8407184058730991,0.844483291871176,1723640.0416953769,134691.64601561052,2437.8042638912207,2867.8244014239044
S593,P5-8_11,2017-08-11,5,sample,100,30,33526,29965,1598675.165091531,Valid,Valid,Valid,Valid,13678,14638,17453,22771,0.8738119608129844,0.9915288973903539,0.8501117286426403,0.9743972596723903,1552632.825238317,42573.867235421,3295.9949542731,172.47766351989216
S594,P5-8_12,2017-08-12,5,sample,100,30,12312,16110,1101951.5394289086,Valid,Valid,Valid,Valid,6122,6399,6147,20507,0.05129042796471741,0.9576496327551179,0.30405075646656904,0.9806895206514848,1062072.3362658848,36546.7298713555,2689.9511776382856,642.5221140301369
S595,P5-8_13,2017-08-13,5,sample,100,30,17311,72764,2900413.720511831,Valid,Valid,Valid,Valid,11653,17449,37650,30642,0.8741096713292714,0.9958163791621296,0.8577954847277557,0.9861301481626525,2661663.900714336,228719.43317424305,7626.740392914091,2403.646230337468
S596,P5-8_14,2017-08-14,5,sample,100,30,21686,31241,1941388.463446117,Valid,Valid,Valid,Valid,15855,12459,18042,11513,0.8559444970040997,0.9920539369130749,0.8704689058862654,0.9807174498393121,1886795.181718631,49950.59828885651,4291.104812619887,351.5786260095758
S597,P5-8_15,2017-08-15,5,sample,100,30,21695,34984,1788619.5383633755,Valid,Valid,Valid,Valid,10254,13783,31395,12746,0.6335088745855276,0.9955742581440905,0.7722248765727027,0.9584967833045661,1635651.9293940207,146901.64634339834,5907.953574174729,158.00905178151484
S598,P5-8_16,2017-08-16,5,sample,100,30,31475,46987,2195770.3409761013,Valid,Valid,Valid,Valid,18431,18889,28173,21798,0.7919266453258098,0.994600031764519,0.8418698754126291,0.9799522892008441,2031056.701905907,160097.866854196,4433.286022357188,182.48619364120705
S599,P5-8_17,2017-08-17,5,sample,100,30,20810,58285,2310595.6827410925,Valid,Valid,Valid,Valid,12483,18517,40535,17299,0.8349755667708083,0.9956256413025868,0.8215122733440237,0.9790161280998901,1921292.0177584493,382509.109567985,6159.288720231581,635.26669442654
S600,P5-8_18,2017-08-18,5,sample,100,30,13981,50055,3116903.195791585,Valid,Valid,Valid,Valid,10360,13556,39008,11617,0.811003861003861,0.9914429035113603,0.7904788761279737,0.9777911681156926,2759001.004693568,344867.4497502429,12604.110937088522,430.6304106850189
S601,P5-8_19,2017-08-19,5,sample,100,30,16766,66421,4325878.207743325,Valid,Valid,Valid,Valid,11058,18195,41554,24202,0.8265509133658889,0.9959329486122561,0.7840641093516869,0.9645897033303032,3751193.477444616,564605.0366675113,9137.924890489106,941.7687407081407
S602,P5-8_20,2017-08-20,5,sample,100,30,12163,41267,2742114.6434885813,Valid,Valid,Valid,Valid,6863,12429,18779,21466,0.7753169168002332,0.9956553222302679,0.8049416901858459,0.9604956675673157,2237721.549203317,499126.6619001412,3424.1801037040277,1842.2522814188299
S603,P5-8_21,2017-08-21,5,sample,100,30,11977,66071,5297187.713460384,Valid,Valid,Valid,Valid,10363,24636,26610,23869,0.8413586799189424,0.9968339016074038,0.8209319804584743,0.960492689262223,3205176.085176085,2084267.4074074074,4489.207786515101,3255.013090375954
S604,P5-8_22,2017-08-22,5,sample,100,30,12061,51741,4800357.450868345,Valid,Valid,Valid,Valid,11655,14971,24190,18659,0.8469326469326469,0.9954578852448066,0.8592806945018603,0.9776515354520606,4115470.8721316173,663175.624284078,3067.810335002849,18643.144117647058
S605,P5-8_23,2017-08-23,5,sample,100,30,10930,43950,4107456.0717908503,Valid,Valid,Valid,Valid,11505,14211,11172,21882,0.8556279878313776,0.9938779818450496,0.8661833154314358,0.9704323188008409,2686878.727634195,1412263.0824794879,638.635210553019,7675.626466614521
S606,P5-8_24,2017-08-24,5,sample,100,30,12112,43895,4642842.530807719,Valid,Valid,Valid,Valid,18522,19103,11388,11864,0.8473167044595616,0.9901062660315134,0.8777660695468915,0.9611429534726905,3708820.255982192,915447.0976509418,402.51305828763265,18172.66411629686
S607,P5-8_25,2017-08-25,5,sample,100,30,19073,50343,3554768.3393800566,Valid,Valid,Valid,Valid,16509,19045,18568,21363,0.8312435641165425,0.9939616697295878,0.8602972856527359,0.9731311145438375,2479559.549956662,1072264.7118437942,744.7287309911574,2199.3488486093443
S608,P5-8_26,2017-08-26,5,sample,100,30,8866,22156,2706729.473413719,Valid,Valid,Valid,Valid,7291,11141,9014,11306,0.34782608695652173,0.9937169015348712,0.7197692478366985,0.9664779762957721,1190964.9327423996,1513829.835705288,732.5484438160497,1202.1565222147763
S609,P5-8_27,2017-08-27,5,sample,100,30,24014,45327,1311894.5748300338,Valid,Valid,Valid,Valid,12196,23886,19173,21300,0.7318793046900623,0.9964414301264339,0.8508840557033328,0.9530516431924883,1129927.1335596445,179025.1004699952,911.7630877512499,2030.5777126427777
S610,P5-8_28,2017-08-28,5,sample,100,30,11298,39589,2023693.4801926927,Valid,Valid,Valid,Valid,7533,15249,11630,22185,0.7424664808177353,0.9931798806479113,0.7366294067067928,0.9728194726166328,1405117.9261040955,614784.2418110534,1268.3607997977633,2522.9514777459985
S611,P5-8_29,2017-08-29,5,sample,100,30,20714,60536,2516271.208336229,Valid,Valid,Valid,Valid,20554,25410,15595,24698,0.88123966137978,0.9958284140102321,0.8886181468419365,0.9707263746052311,2059735.6127621515,453379.4244418045,743.5376717827216,2412.6334604904637
S612,P5-8_30,2017-08-30,5,sample,100,30,16833,57030,7228953.8910397785,Valid,Valid,Valid,Valid,18780,23336,17863,17989,0.9082534611288605,0.996828933836133,0.8932430162906566,0.9777085996998166,6325492.8931682715,898760.0820551073,715.8415370713846,3985.074279327528
S613,P5-8_31,2017-08-31,5,sample,100,30,13173,47307,6468055.03109803,Valid,Valid,Valid,Valid,11893,20298,14078,17751,0.9000252249222231,0.9970933096856833,0.8638300895013497,0.9788744296095995,5617420.765027321,846462.962962963,820.0407170167338,3351.262390729412
S614,P5-9_1,2017-09-01,5,sample,100,30,18318,68955,7018119.41521364,Valid,Valid,Valid,Valid,20679,28201,18461,25205,0.885826200493254,0.996489486188433,0.8798006608526082,0.9764332473715532,5156905.89432337,1858264.4702493474,957.6588608909863,1991.3917800305117
S615,P5-9_2,2017-09-02,5,sample,100,30,16319,53361,4668637.716485966,Valid,Valid,Valid,Valid,15815,19218,18086,21251,0.879418273790705,0.997294203351025,0.8799624018577905,0.973648298903581,3583282.482428188,1056658.8810667368,531.12483444237,28165.228156598398
